"TR_No","SL","Item","P","Q","R","W","Amount","VType","Account_Party","Control_Code","Narration","AC_Party2","GatePassNo","GatePassDt","Veh_No","Spindles","Frame","E_S_D","Item_Spec","Entry_DT","UNarration","DNarration","Tare_W","Kat_W","Org_W","Bill_PB","Tar_R","Invt_cat","Tax_am"
"6969","7472","1","","","","","267000","102","867","5","Cash Deposit From Mian Aftab Sb","0","","","","0","0","0","0","12/29/2022 3:41:47 PM","کيش  ڈيپازٹ  از  مياں   آفتاب  صاحب  ","","","","","1","0","0","False"
"6970","7473","1","","","","","910000","101","867","5","Cheque Paid To 0058-1008258569 Bank Alfalah","0","","","","0","0","0","0","12/29/2022 3:44:53 PM","چيک  پيڈ  ٹو  0058 -1008258569  بنک  الفلاح  ","","","","","1","0","0","False"
"7064","7573","1","","","","","200000","101","878","5","Land Contractor Received By Tayyab Iqbal","0","","","","0","0","0","0","4/11/2023 9:23:27 AM","زمين  کنٹريکٹر  وصول  بائى  طيب  اقبال  ","","","","","1","0","0","False"
"7065","7574","1","","","","","100000","101","885","5","Cash Received","0","","","","0","0","0","0","4/11/2023 9:26:33 AM","کيش  وصول  ","","","","","1","0","0","False"
"7066","7575","1","","","","","100000","102","873","5","Cash Paid","0","","","","0","0","0","0","4/11/2023 9:27:02 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7067","7576","1","","","","","23875","101","843","5","Cash Received","0","","","","0","0","0","0","4/11/2023 9:28:54 AM","کيش  وصول  ","","","","","1","0","0","False"
"7068","7577","1","","","","","51500","102","867","5","Cash Deposit For Vehicle Instalment","0","","","","0","0","0","0","4/13/2023 10:45:18 AM","کيش  ڈيپازٹ  برائے  وھيکل  قسط  ","","","","","1","0","0","False"
"7069","7578","1","","","","","52473","101","867","5","Vehicle Instalment Paid","0","","","","0","0","0","0","4/13/2023 10:46:13 AM","وھيکل  قسط  پيڈ  ","","","","","1","0","0","False"
"7070","7579","1","","","","","1000","101","867","5","Cash Received","0","","","","0","0","0","0","4/13/2023 10:48:09 AM","کيش  وصول  ","","","","","1","0","0","False"
"7070","7580","1","","","","","150000","101","867","5","Cash Received","0","","","","0","0","0","0","4/13/2023 10:48:32 AM","کيش  وصول  ","","","","","1","0","0","False"
"7070","7581","1","","","","","126","101","867","5","Bank A T M Exp","0","","","","0","0","0","0","4/13/2023 10:48:49 AM","بنک  اے  ٹى  ايم  خرچہ  ","","","","","1","0","0","False"
"7071","7582","1","","","","","150000","101","867","5","Cash Received","0","","","","0","0","0","0","4/13/2023 10:49:40 AM","کيش  وصول  ","","","","","1","0","0","False"
"7071","7583","1","","","","","150","101","867","5","Bank A T M Exp","0","","","","0","0","0","0","4/13/2023 10:50:02 AM","بنک  اے  ٹى  ايم  خرچہ  ","","","","","1","0","0","False"
"7072","7584","1","","","","","6000","101","853","5","Cash Received","0","","","","0","0","0","0","4/13/2023 10:51:00 AM","کيش  وصول  ","","","","","1","0","0","False"
"7073","7585","1","","","","","6000","102","853","5","Cash Paid","0","","","","0","0","0","0","4/13/2023 10:51:25 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7074","7586","1","","","","","20000","102","867","5","Cash Deposit","0","","","","0","0","0","0","4/14/2023 1:15:37 PM","کيش  ڈيپازٹ  ","","","","","1","0","0","False"
"7075","7587","1","","","","","37417","102","867","5","Cash Deposit","0","","","","0","0","0","0","4/19/2023 4:37:48 PM","کيش  ڈيپازٹ  ","","","","","1","0","0","False"
"7076","7588","1","","","","","30000","101","867","5","Cash Received A T M","0","","","","0","0","0","0","4/20/2023 1:24:06 PM","کيش  وصول  اے  ٹى  ايم  ","","","","","1","0","0","False"
"7077","7590","1","","","","","100000","102","873","5","Cash","0","","","","0","0","0","0","4/30/2023 7:32:27 PM","کيش  ","","","","","1","0","0","False"
"7024","7534","1","","","","","100000","102","880","5","Cash Paid Mian Aftab For Cow","0","","","","0","0","0","0","2/2/2023 7:31:58 PM","کيش  پيڈ  مياں   آفتاب  برائے  گاے  ","","","","","1","0","0","False"
"7025","7535","1","","","","","580","101","873","5","New Cheque Book Exp","0","","","","0","0","0","0","2/2/2023 7:32:59 PM","نيا  چيک  بک  خرچہ  ","","","","","1","0","0","False"
"7027","7536","1","","","","","500000","102","843","5","Cash Paid","0","","","","0","0","0","0","2/3/2023 12:44:19 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7028","7537","1","","","","","300000","101","843","5","Cash Recived","0","","","","0","0","0","0","2/3/2023 12:44:58 PM","کيش  وصولي  ","","","","","1","0","0","False"
"7029","7538","1","","","","","220000","101","843","5","Cash","0","","","","0","0","0","0","2/6/2023 11:45:43 AM","کيش  ","","","","","1","0","0","False"
"7030","7539","1","","","","","52500","101","867","5","Cheque Paid For Mian Aftab Car","0","","","","0","0","0","0","2/9/2023 3:21:25 PM","چيک  پيڈ  برائے  مياں   آفتاب  کار  ","","","","","1","0","0","False"
"7031","7540","1","","","","","35000","102","880","5","Haji Talib Hussain Sb Net","0","","","","0","0","0","0","2/15/2023 11:32:20 AM","حاجى  طالب  حسين  صاحب  نقد  ","","","","","1","0","0","False"
"7032","7541","1","","","","","500000","102","867","5","Online Dua Mukhtar (Haji Anwar)","0","","","","0","0","0","0","2/20/2023 12:44:15 PM","اون لائن  دعا  مختار   (حاجى  انور )  ","","","","","1","0","0","False"
"7033","7542","1","","","","","200000","101","867","5","Haji Anwar","0","","","","0","0","0","0","2/21/2023 4:04:22 PM","حاجى  انور  ","","","","","1","0","0","False"
"7034","7543","1","","","","","300000","101","867","5","Cheque Paid To Al Qadeer Traival","0","","","","0","0","0","0","2/22/2023 3:32:47 PM","چيک  پيڈ  ٹو   ال  قدير  ٹریول  ","","","","","1","0","0","False"
"7035","7544","1","","","","","91881","101","870","5","Cash Not Recived","0","","","","0","0","0","0","2/26/2023 11:50:27 AM","کيش  ناٹ  وصولي","","","","","1","0","0","False"
"7036","7545","1","","","","","1500","102","355","5","Cash","0","","","","0","0","0","0","2/26/2023 12:59:22 PM","کيش  ","","","","","1","0","0","False"
"7037","7546","1","","","","","4000","102","872","5","Cash","0","","","","0","0","0","0","2/26/2023 1:00:29 PM","کيش  ","","","","","1","0","0","False"
"7038","7547","1","","","","","1000","102","871","5","Cash","0","","","","0","0","0","0","2/26/2023 1:00:47 PM","کيش  ","","","","","1","0","0","False"
"7039","7548","1","","","","","23875","102","843","5","Wheat P L S","0","","","","0","0","0","0","2/26/2023 1:04:23 PM","گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"7040","7549","1","","","","","6000","102","853","5","P L S Wheat","0","","","","0","0","0","0","2/26/2023 1:05:00 PM","پى  ايل  ايس  گندم  ","","","","","1","0","0","False"
"7041","7550","1","","","","","6000","101","853","5","Cash Paid","0","","","","0","0","0","0","2/26/2023 1:05:34 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7409","7935","1","","","","","1700000","102","873","5","NET Cash A G L Car Sale","0","","","","0","0","0","0","11/22/2024 2:28:54 PM","نقد  کيش  اے  جى  ايل  کار  فروختگى  ","","","","","1","0","0","False"
"7410","7936","1","","","","","3560000","101","883","5","A G L Car Sale","0","","","","0","0","0","0","11/22/2024 2:39:48 PM","اے  جى  ايل  کار  فروختگى  ","","","","","1","0","0","False"
"7411","7937","1","","","","","100000","102","893","5","Cash","0","","","","0","0","0","0","11/22/2024 2:42:25 PM","کيش  ","","","","","1","0","0","False"
"7412","7938","1","","","","","2000","102","893","5","Cash","0","","","","0","0","0","0","11/22/2024 2:44:13 PM","کيش  ","","","","","1","0","0","False"
"7414","7939","1","","","","","1740","101","893","5","Exp A T M","0","","","","0","0","0","0","11/22/2024 2:45:11 PM","خرچہ  اے  ٹى  ايم  ","","","","","1","0","0","False"
"7415","7940","1","","","","","250000","102","893","5","Cash","0","","","","0","0","0","0","11/22/2024 2:46:09 PM","کيش  ","","","","","1","0","0","False"
"7419","7941","1","","","","","1500000","201","873","5","Cash","875","","","","0","0","0","0","11/25/2024 7:40:16 PM","کيش  ","","","","","1","0","0","False"
"7420","7942","1","","","","","25000","102","870","5","Multan","0","","","","0","0","0","0","11/25/2024 7:43:59 PM","ملتان  ","","","","","1","0","0","False"
"7421","7943","1","","","","","249273","101","870","5","Cash Recived","0","","","","0","0","0","0","11/25/2024 7:47:33 PM","کيش  وصولی","","","","","1","0","0","False"
"7422","7944","1","","","","","120000","101","867","5","Cash Sajjad","0","","","","0","0","0","0","11/26/2024 3:13:00 PM","کيش  سجاد  ","","","","","1","0","0","False"
"7423","7945","1","","","","","300000","102","867","5","Online Ilyas D I K","0","","","","0","0","0","0","11/26/2024 3:13:24 PM","اون لائن  الياس  ڈى  ائى  کے  ","","","","","1","0","0","False"
"7424","7946","1","","","","","300000","101","873","5","Cheque Paid Sufi Mill Ilyas DIK","0","","","","0","0","0","0","11/26/2024 3:20:08 PM","چيک  پيڈ  صوفى  مل  الياس  ڈيرہ اسماعيل خان  ","","","","","1","0","0","False"
"7425","7947","1","","","","","150000","101","893","5","Home Exp","0","","","","0","0","0","0","11/26/2024 3:21:56 PM","گھر  خرچہ  ","","","","","1","0","0","False"
"7426","7948","1","","","","","4000","102","888","5","Cash","0","","","","0","0","0","0","11/26/2024 3:25:19 PM","کيش  ","","","","","1","0","0","False"
"7427","7949","1","","","","","1000","102","889","5","Cash","0","","","","0","0","0","0","11/26/2024 3:25:40 PM","کيش  ","","","","","1","0","0","False"
"7428","7950","1","","","","","2000","102","355","5","Cash","0","","","","0","0","0","0","11/26/2024 3:26:58 PM","کيش  ","","","","","1","0","0","False"
"7429","7951","1","","","","","1283","101","355","5","Bill","0","","","","0","0","0","0","11/26/2024 3:27:30 PM","بل  ","","","","","1","0","0","False"
"7430","7952","1","","","","","30000","102","867","5","Easy paisa","0","","","","0","0","0","0","11/30/2024 4:32:54 PM","ایزی  پیسہ  ","","","","","1","0","0","False"
"7431","7953","1","","","","","70000","102","875","5","P L S BILL","0","","","","0","0","0","0","11/30/2024 4:34:38 PM","پى  ايل  ايس BILL","","","","","1","0","0","False"
"6971","7474","1","","","","","77072","102","843","5","Rent Amount","0","","","","0","0","0","0","12/29/2022 3:58:10 PM","رينٹ  رقم  ","","","","","1","0","0","False"
"6972","7475","1","","","","","1000","102","871","5","Cash","0","","","","0","0","0","0","12/30/2022 11:48:14 AM","کيش  ","","","","","1","0","0","False"
"6973","7476","1","","","","","4000","102","872","5","Cash","0","","","","0","0","0","0","12/30/2022 11:48:40 AM","کيش  ","","","","","1","0","0","False"
"6974","7477","1","","","","","2000","102","355","5","Cash","0","","","","0","0","0","0","12/30/2022 11:50:39 AM","کيش  ","","","","","1","0","0","False"
"6975","7478","1","","","","","1969","101","355","5","Bill","0","","","","0","0","0","0","12/30/2022 11:51:40 AM","بل  ","","","","","1","0","0","False"
"6976","7479","1","","","","","15000","101","880","5","January","0","","","","0","0","0","0","12/30/2022 11:52:50 AM","  جنوری","","","","","1","0","0","False"
"7042","7551","1","","","","","52500","102","867","5","Cash Paid Car Mian Aftab","0","","","","0","0","0","0","2/26/2023 1:07:21 PM","کيش  پيڈ  کار  مياں   آفتاب  ","","","","","1","0","0","False"
"7043","7552","1","","","","","1824","101","355","5","Bill","0","","","","0","0","0","0","2/26/2023 1:09:14 PM","بل  ","","","","","1","0","0","False"
"7044","7553","1","","","","","500","102","884","5","Cash Paid","0","","","","0","0","0","0","2/27/2023 12:35:09 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7045","7554","1","","","","","500","102","884","5","Cash Paid","0","","","","0","0","0","0","2/27/2023 12:41:05 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7046","7555","1","","","","","250000","101","873","5","Cheque Paid To Mian Asad","0","","","","0","0","0","0","2/27/2023 4:24:48 PM","چیک پید میاں اسد صاحب","","","","","1","0","0","False"
"7047","7556","1","","","","","33000","102","872","5","Cash Paid","0","","","","0","0","0","0","2/28/2023 3:53:20 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7048","7557","1","","","","","5000","102","871","5","Cash Paid","0","","","","0","0","0","0","3/1/2023 11:26:01 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7049","7558","1","","","","","52448","101","867","5","Car Mian Aftab","0","","","","0","0","0","0","3/6/2023 4:08:38 PM","کار  مياں   آفتاب  ","","","","","1","0","0","False"
"7050","7559","1","","","","","78000","102","873","5","Cash Received","0","","","","0","0","0","0","3/8/2023 10:46:33 AM","کيش  وصول  ","","","","","1","0","0","False"
"7051","7560","1","","","","","122000","102","873","5","Cash Paid","0","","","","0","0","0","0","3/10/2023 2:46:53 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7052","7561","1","","","","","40000","102","873","5","Cash Paid","0","","","","0","0","0","0","3/11/2023 7:16:05 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7053","7562","1","","","","","100000","101","843","5","Cash","0","","","","0","0","0","0","3/13/2023 10:48:32 AM","کيش  ","","","","","1","0","0","False"
"7054","7563","1","","","","","23875","101","843","5","Cash Wheat P L S","0","","","","0","0","0","0","3/13/2023 10:52:51 AM","کيش  گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"7055","7564","1","","","","","100000","101","873","5","Cash Received","0","","","","0","0","0","0","3/13/2023 4:01:05 PM","کيش  وصول  ","","","","","1","0","0","False"
"7056","7565","1","","","","","50000","201","885","5","Cash Paid","873","","","","0","0","0","0","3/16/2023 2:53:51 PM","کيش  پيڈ  ","","","","","1","0","0","False"
"7057","7566","1","","","","","65000","102","872","5","Cash Paid","0","","","","0","0","0","0","4/5/2023 11:04:23 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7058","7567","1","","","","","23875","102","843","5","Wheat P L S March","0","","","","0","0","0","0","4/5/2023 11:04:49 AM","گندم  پى  ايل  ايس  مارچ  ","","","","","1","0","0","False"
"7060","7569","1","","","","","1966","101","355","5","Bill","0","","","","0","0","0","0","4/5/2023 11:08:29 AM","بل  ","","","","","1","0","0","False"
"7061","7570","1","","","","","2000","102","355","5","Cash Paid","0","","","","0","0","0","0","4/5/2023 11:08:50 AM","کیش پیڈ","","","","","1","0","0","False"
"7062","7571","1","","","","","200000","102","867","5","Cash Paid","0","","","","0","0","0","0","4/11/2023 9:21:54 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7063","7572","1","","","","","80000","102","867","5","Cash Paid","0","","","","0","0","0","0","4/11/2023 9:22:51 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7078","7591","1","","","","","53000","102","867","5","Cash","0","","","","0","0","0","0","4/30/2023 7:34:01 PM","کيش  ","","","","","1","0","0","False"
"7079","7592","1","","","","","23875","102","843","5","Wheat P L S","0","","","","0","0","0","0","4/30/2023 7:35:36 PM","گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"7080","7593","1","","","","","4000","102","888","5","Cash","0","","","","0","0","0","0","4/30/2023 7:37:09 PM","کيش  ","","","","","1","0","0","False"
"7081","7594","1","","","","","2500","102","355","5","Cash Paid","0","","","","0","0","0","0","5/2/2023 11:14:20 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7082","7595","1","","","","","2007","101","355","5","Bill","0","","","","0","0","0","0","5/2/2023 11:14:51 AM","بل  ","","","","","1","0","0","False"
"7083","7596","1","","","","","1000","102","889","5","Cash Paid","0","","","","0","0","0","0","5/2/2023 11:16:05 AM","کيش  پيڈ  ","","","","","1","0","0","False"
"7084","7597","1","","","","","162500","201","872","5","","199","","","","0","0","0","0","5/2/2023 11:17:29 AM","","","","","","1","0","0","False"
"7085","7598","1","","","","","21000","201","871","5","","199","","","","0","0","0","0","5/2/2023 11:19:11 AM","","","","","","1","0","0","False"
"7086","7599","1","","","","","23875","101","843","5","Wheat P L S","0","","","","0","0","0","0","5/2/2023 11:20:15 AM","گندم  پى  ايل  ايس  ","","","","","1","0","0","False"
"7087","7600","1","","","","","500","102","884","5","Cash Transfer Easy paisa","0","","","","0","0","0","0","5/2/2023 11:21:41 AM","کيش  ٹرانسفر  ایزی  پیسہ  ","","","","","1","0","0","False"
